"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,36061,Active,612,108,3,3,28,2,1,198,955
Queens,Queens,36061,Inactive,57,6,0,0,3,0,0,13,79
Queens,Queens,36061,Total,669,114,3,3,31,2,1,211,"1,034"
Queens,Queens,36062,Active,526,56,7,4,25,1,1,131,751
Queens,Queens,36062,Inactive,35,3,0,0,3,0,0,10,51
Queens,Queens,36062,Total,561,59,7,4,28,1,1,141,802
Queens,Queens,36063,Active,652,54,5,2,27,1,0,136,877
Queens,Queens,36063,Inactive,30,9,1,0,1,0,0,10,51
Queens,Queens,36063,Total,682,63,6,2,28,1,0,146,928
Queens,Queens,36064,Active,542,80,1,4,23,4,0,180,834
Queens,Queens,36064,Inactive,50,10,1,0,4,3,0,31,99
Queens,Queens,36064,Total,592,90,2,4,27,7,0,211,933
Queens,Queens,36065,Active,197,33,2,0,15,1,0,77,325
Queens,Queens,36065,Inactive,16,2,0,0,2,0,0,8,28
Queens,Queens,36065,Total,213,35,2,0,17,1,0,85,353
Queens,Queens,36066,Active,469,73,4,6,27,1,1,173,754
Queens,Queens,36066,Inactive,61,7,0,0,3,0,0,27,98
Queens,Queens,36066,Total,530,80,4,6,30,1,1,200,852
Queens,Queens,36067,Active,656,107,0,3,36,6,1,222,"1,031"
Queens,Queens,36067,Inactive,86,10,0,1,7,0,0,28,132
Queens,Queens,36067,Total,742,117,0,4,43,6,1,250,"1,163"
,,,,,,,,,,,,
Page 139 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37001,Active,755,143,6,1,39,0,3,226,"1,173"
Queens,Queens,37001,Inactive,64,12,1,1,0,0,0,25,103
Queens,Queens,37001,Total,819,155,7,2,39,0,3,251,"1,276"
Queens,Queens,37002,Active,610,34,1,2,11,3,1,115,777
Queens,Queens,37002,Inactive,42,5,0,0,1,0,0,12,60
Queens,Queens,37002,Total,652,39,1,2,12,3,1,127,837
Queens,Queens,37003,Active,617,32,0,1,12,0,0,90,752
Queens,Queens,37003,Inactive,44,5,0,2,2,0,0,11,64
Queens,Queens,37003,Total,661,37,0,3,14,0,0,101,816
Queens,Queens,37004,Active,727,27,3,2,16,2,0,115,892
Queens,Queens,37004,Inactive,43,4,0,0,0,0,0,15,62
Queens,Queens,37004,Total,770,31,3,2,16,2,0,130,954
Queens,Queens,37005,Active,479,85,2,2,24,0,0,172,764
Queens,Queens,37005,Inactive,42,5,1,0,3,0,0,7,58
Queens,Queens,37005,Total,521,90,3,2,27,0,0,179,822
Queens,Queens,37006,Active,682,82,3,6,22,2,1,207,"1,005"
Queens,Queens,37006,Inactive,42,5,0,1,1,0,0,12,61
Queens,Queens,37006,Total,724,87,3,7,23,2,1,219,"1,066"
Queens,Queens,37007,Active,525,31,4,3,9,0,0,74,646
Queens,Queens,37007,Inactive,28,2,1,0,1,0,0,5,37
Queens,Queens,37007,Total,553,33,5,3,10,0,0,79,683
,,,,,,,,,,,,
Page 140 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37008,Active,722,26,2,5,15,0,0,85,855
Queens,Queens,37008,Inactive,53,6,0,0,2,0,0,3,64
Queens,Queens,37008,Total,775,32,2,5,17,0,0,88,919
Queens,Queens,37009,Active,670,36,1,3,11,0,0,85,806
Queens,Queens,37009,Inactive,33,3,0,0,0,0,0,7,43
Queens,Queens,37009,Total,703,39,1,3,11,0,0,92,849
Queens,Queens,37010,Active,805,73,2,4,21,2,0,154,"1,061"
Queens,Queens,37010,Inactive,44,3,0,0,3,0,0,8,58
Queens,Queens,37010,Total,849,76,2,4,24,2,0,162,"1,119"
Queens,Queens,37011,Active,651,97,6,4,20,3,1,254,"1,036"
Queens,Queens,37011,Inactive,36,12,1,1,5,1,0,22,78
Queens,Queens,37011,Total,687,109,7,5,25,4,1,276,"1,114"
Queens,Queens,37012,Active,596,13,1,2,11,1,0,90,714
Queens,Queens,37012,Inactive,42,1,0,1,3,0,0,15,62
Queens,Queens,37012,Total,638,14,1,3,14,1,0,105,776
Queens,Queens,37013,Active,568,23,2,5,16,0,0,83,697
Queens,Queens,37013,Inactive,66,3,1,0,2,0,0,11,83
Queens,Queens,37013,Total,634,26,3,5,18,0,0,94,780
Queens,Queens,37014,Active,575,19,1,7,12,1,0,71,686
Queens,Queens,37014,Inactive,62,1,0,1,1,0,0,18,83
Queens,Queens,37014,Total,637,20,1,8,13,1,0,89,769
,,,,,,,,,,,,
Page 141 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37015,Active,552,29,2,4,11,1,0,88,687
Queens,Queens,37015,Inactive,56,4,0,0,2,0,0,3,65
Queens,Queens,37015,Total,608,33,2,4,13,1,0,91,752
Queens,Queens,37016,Active,585,28,1,5,13,0,0,82,714
Queens,Queens,37016,Inactive,51,4,0,1,1,0,0,10,67
Queens,Queens,37016,Total,636,32,1,6,14,0,0,92,781
Queens,Queens,37017,Active,608,21,0,3,12,1,0,89,734
Queens,Queens,37017,Inactive,34,7,0,0,0,0,0,6,47
Queens,Queens,37017,Total,642,28,0,3,12,1,0,95,781
Queens,Queens,37018,Active,651,66,3,5,28,4,1,199,957
Queens,Queens,37018,Inactive,52,4,0,0,1,1,0,28,86
Queens,Queens,37018,Total,703,70,3,5,29,5,1,227,"1,043"
Queens,Queens,37019,Active,978,218,9,4,80,5,2,453,"1,749"
Queens,Queens,37019,Inactive,51,7,1,0,4,1,0,18,82
Queens,Queens,37019,Total,"1,029",225,10,4,84,6,2,471,"1,831"
Queens,Queens,37020,Active,399,82,1,0,35,2,1,189,709
Queens,Queens,37020,Inactive,65,19,0,0,7,0,0,33,124
Queens,Queens,37020,Total,464,101,1,0,42,2,1,222,833
Queens,Queens,37021,Active,473,102,4,2,47,2,1,196,827
Queens,Queens,37021,Inactive,55,28,1,0,2,1,0,33,120
Queens,Queens,37021,Total,528,130,5,2,49,3,1,229,947
,,,,,,,,,,,,
Page 142 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37022,Active,623,100,4,1,47,7,3,242,"1,027"
Queens,Queens,37022,Inactive,47,12,2,0,5,0,0,31,97
Queens,Queens,37022,Total,670,112,6,1,52,7,3,273,"1,124"
Queens,Queens,37023,Active,531,115,3,5,44,2,1,243,944
Queens,Queens,37023,Inactive,110,19,1,0,8,1,1,41,181
Queens,Queens,37023,Total,641,134,4,5,52,3,2,284,"1,125"
Queens,Queens,37024,Active,724,111,3,4,48,2,1,285,"1,178"
Queens,Queens,37024,Inactive,35,6,0,0,4,0,0,17,62
Queens,Queens,37024,Total,759,117,3,4,52,2,1,302,"1,240"
Queens,Queens,37025,Active,119,11,2,0,7,1,0,64,204
Queens,Queens,37025,Inactive,16,1,0,0,1,0,0,4,22
Queens,Queens,37025,Total,135,12,2,0,8,1,0,68,226
Queens,Queens,37026,Active,19,5,0,1,1,0,0,9,35
Queens,Queens,37026,Inactive,3,0,0,0,0,0,0,1,4
Queens,Queens,37026,Total,22,5,0,1,1,0,0,10,39
Queens,Queens,37027,Active,751,105,4,2,29,6,1,192,"1,090"
Queens,Queens,37027,Inactive,55,5,2,0,2,0,1,14,79
Queens,Queens,37027,Total,806,110,6,2,31,6,2,206,"1,169"
Queens,Queens,37028,Active,753,120,1,4,37,4,0,296,"1,215"
Queens,Queens,37028,Inactive,69,15,1,0,3,2,0,37,127
Queens,Queens,37028,Total,822,135,2,4,40,6,0,333,"1,342"
,,,,,,,,,,,,
Page 143 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37029,Active,652,117,2,6,24,8,0,265,"1,074"
Queens,Queens,37029,Inactive,65,12,0,0,4,2,0,28,111
Queens,Queens,37029,Total,717,129,2,6,28,10,0,293,"1,185"
Queens,Queens,37030,Active,676,108,8,4,29,1,1,226,"1,053"
Queens,Queens,37030,Inactive,76,22,2,2,4,0,0,24,130
Queens,Queens,37030,Total,752,130,10,6,33,1,1,250,"1,183"
Queens,Queens,37031,Active,495,92,3,3,34,5,0,157,789
Queens,Queens,37031,Inactive,68,9,0,0,5,0,1,29,112
Queens,Queens,37031,Total,563,101,3,3,39,5,1,186,901
Queens,Queens,37032,Active,498,66,2,5,28,4,0,187,790
Queens,Queens,37032,Inactive,55,8,0,1,3,0,0,20,87
Queens,Queens,37032,Total,553,74,2,6,31,4,0,207,877
Queens,Queens,37033,Active,725,66,2,5,24,3,0,226,"1,051"
Queens,Queens,37033,Inactive,48,5,0,0,1,0,0,19,73
Queens,Queens,37033,Total,773,71,2,5,25,3,0,245,"1,124"
Queens,Queens,37034,Active,621,80,2,0,18,3,0,184,908
Queens,Queens,37034,Inactive,26,1,0,0,2,0,0,14,43
Queens,Queens,37034,Total,647,81,2,0,20,3,0,198,951
Queens,Queens,37035,Active,816,95,4,4,20,2,1,247,"1,189"
Queens,Queens,37035,Inactive,49,5,0,0,3,0,0,15,72
Queens,Queens,37035,Total,865,100,4,4,23,2,1,262,"1,261"
,,,,,,,,,,,,
Page 144 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37036,Active,642,97,0,3,26,3,1,229,"1,001"
Queens,Queens,37036,Inactive,73,19,2,0,6,0,0,38,138
Queens,Queens,37036,Total,715,116,2,3,32,3,1,267,"1,139"
Queens,Queens,37037,Active,724,95,5,6,33,7,0,270,"1,140"
Queens,Queens,37037,Inactive,97,15,1,0,6,0,0,46,165
Queens,Queens,37037,Total,821,110,6,6,39,7,0,316,"1,305"
Queens,Queens,37038,Active,660,122,2,3,27,5,0,218,"1,037"
Queens,Queens,37038,Inactive,71,16,0,2,7,0,0,50,146
Queens,Queens,37038,Total,731,138,2,5,34,5,0,268,"1,183"
Queens,Queens,37039,Active,608,129,6,1,27,4,0,239,"1,014"
Queens,Queens,37039,Inactive,67,12,1,0,6,0,0,22,108
Queens,Queens,37039,Total,675,141,7,1,33,4,0,261,"1,122"
Queens,Queens,37040,Inactive,0,0,0,0,0,0,0,1,1
Queens,Queens,37040,Total,0,0,0,0,0,0,0,1,1
Queens,Queens,37041,Active,185,41,3,2,9,1,0,61,302
Queens,Queens,37041,Inactive,29,6,0,2,3,0,0,6,46
Queens,Queens,37041,Total,214,47,3,4,12,1,0,67,348
Queens,Queens,37042,Active,473,99,4,10,26,2,0,201,815
Queens,Queens,37042,Inactive,48,13,0,1,0,0,0,24,86
Queens,Queens,37042,Total,521,112,4,11,26,2,0,225,901
,,,,,,,,,,,,
Page 145 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37043,Active,621,191,15,7,27,6,0,281,"1,148"
Queens,Queens,37043,Inactive,37,11,2,1,1,0,0,16,68
Queens,Queens,37043,Total,658,202,17,8,28,6,0,297,"1,216"
Queens,Queens,37044,Active,527,204,14,1,38,0,0,227,"1,011"
Queens,Queens,37044,Inactive,36,7,1,0,2,0,0,11,57
Queens,Queens,37044,Total,563,211,15,1,40,0,0,238,"1,068"
Queens,Queens,37045,Active,540,228,11,6,33,2,1,327,"1,148"
Queens,Queens,37045,Inactive,24,8,0,0,2,0,0,15,49
Queens,Queens,37045,Total,564,236,11,6,35,2,1,342,"1,197"
Queens,Queens,37046,Active,579,198,21,3,32,3,0,302,"1,138"
Queens,Queens,37046,Inactive,33,22,1,0,3,0,0,16,75
Queens,Queens,37046,Total,612,220,22,3,35,3,0,318,"1,213"
Queens,Queens,37047,Active,646,139,16,8,26,5,1,305,"1,146"
Queens,Queens,37047,Inactive,53,11,0,0,2,0,0,27,93
Queens,Queens,37047,Total,699,150,16,8,28,5,1,332,"1,239"
Queens,Queens,37048,Active,564,154,10,7,25,3,2,236,"1,001"
Queens,Queens,37048,Inactive,32,2,0,0,3,0,0,20,57
Queens,Queens,37048,Total,596,156,10,7,28,3,2,256,"1,058"
Queens,Queens,37049,Active,447,113,3,6,20,4,0,168,761
Queens,Queens,37049,Inactive,21,6,1,1,0,0,0,9,38
Queens,Queens,37049,Total,468,119,4,7,20,4,0,177,799
,,,,,,,,,,,,
Page 146 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37050,Active,506,122,3,9,22,0,0,194,856
Queens,Queens,37050,Inactive,19,6,1,0,1,0,0,11,38
Queens,Queens,37050,Total,525,128,4,9,23,0,0,205,894
Queens,Queens,37051,Active,19,2,0,0,1,0,0,6,28
Queens,Queens,37051,Inactive,1,0,0,1,0,0,0,2,4
Queens,Queens,37051,Total,20,2,0,1,1,0,0,8,32
Queens,Queens,37052,Active,166,49,2,1,11,4,0,91,324
Queens,Queens,37052,Inactive,5,1,0,1,0,0,0,9,16
Queens,Queens,37052,Total,171,50,2,2,11,4,0,100,340
Queens,Queens,37053,Active,99,33,1,3,8,0,1,48,193
Queens,Queens,37053,Inactive,5,0,0,0,0,0,0,6,11
Queens,Queens,37053,Total,104,33,1,3,8,0,1,54,204
Queens,Queens,37054,Active,177,36,2,1,9,0,0,84,309
Queens,Queens,37054,Inactive,9,4,1,0,2,0,0,6,22
Queens,Queens,37054,Total,186,40,3,1,11,0,0,90,331
Queens,Queens,37055,Active,8,0,0,0,0,0,0,5,13
Queens,Queens,37055,Total,8,0,0,0,0,0,0,5,13
Queens,Queens,37056,Active,667,109,4,12,32,4,0,284,"1,112"
Queens,Queens,37056,Inactive,44,13,0,1,3,0,0,18,79
Queens,Queens,37056,Total,711,122,4,13,35,4,0,302,"1,191"
Queens,Queens 37057,,Active,616,111,6,9,25,2,0,231,"1,000"
,,,,,,,,,,,,
Page 147 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37057,Inactive,38,4,0,2,2,0,0,16,62
Queens,Queens,37057,Total,654,115,6,11,27,2,0,247,"1,062"
Queens,Queens,37058,Active,618,85,8,3,22,4,0,258,998
Queens,Queens,37058,Inactive,41,7,1,0,1,0,0,25,75
Queens,Queens,37058,Total,659,92,9,3,23,4,0,283,"1,073"
Queens,Queens,37059,Active,629,88,2,12,30,1,0,267,"1,029"
Queens,Queens,37059,Inactive,52,5,0,1,3,0,0,18,79
Queens,Queens,37059,Total,681,93,2,13,33,1,0,285,"1,108"
Queens,Queens,37060,Active,65,12,0,2,3,0,0,13,95
Queens,Queens,37060,Inactive,5,2,0,0,0,0,0,1,8
Queens,Queens,37060,Total,70,14,0,2,3,0,0,14,103
Queens,Queens,37061,Active,405,110,4,8,16,5,0,214,762
Queens,Queens,37061,Inactive,30,5,0,0,1,0,0,14,50
Queens,Queens,37061,Total,435,115,4,8,17,5,0,228,812
Queens,Queens,37062,Active,361,126,13,8,28,0,1,193,730
Queens,Queens,37062,Inactive,32,11,0,0,2,0,0,12,57
Queens,Queens,37062,Total,393,137,13,8,30,0,1,205,787
Queens,Queens,37063,Active,733,106,6,2,32,1,0,240,"1,120"
Queens,Queens,37063,Inactive,74,15,0,0,5,2,0,25,121
Queens,Queens,37063,Total,807,121,6,2,37,3,0,265,"1,241"
Queens,Queens 37064,,Active,635,136,1,2,40,5,0,216,"1,035"
,,,,,,,,,,,,
Page 148 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,37064,Inactive,38,12,0,0,3,0,0,15,68
Queens,Queens,37064,Total,673,148,1,2,43,5,0,231,"1,103"
Queens,Queens,37065,Active,575,120,8,1,29,4,0,229,966
Queens,Queens,37065,Inactive,54,11,1,1,2,0,0,21,90
Queens,Queens,37065,Total,629,131,9,2,31,4,0,250,"1,056"
Queens,Queens,37066,Active,7,4,0,1,3,0,0,3,18
Queens,Queens,37066,Inactive,3,0,0,0,0,0,0,0,3
Queens,Queens,37066,Total,10,4,0,1,3,0,0,3,21
Queens,Queens,37067,Active,538,142,8,6,29,0,2,281,"1,006"
Queens,Queens,37067,Inactive,36,8,1,0,0,0,0,22,67
Queens,Queens,37067,Total,574,150,9,6,29,0,2,303,"1,073"
Queens,Queens,37068,Active,608,148,4,5,18,2,0,246,"1,031"
Queens,Queens,37068,Inactive,45,7,0,0,1,0,0,12,65
Queens,Queens,37068,Total,653,155,4,5,19,2,0,258,"1,096"
Queens,Queens,38001,Active,736,87,4,9,21,2,3,264,"1,126"
Queens,Queens,38001,Inactive,39,4,0,1,1,0,0,8,53
Queens,Queens,38001,Total,775,91,4,10,22,2,3,272,"1,179"
Queens,Queens,38002,Active,696,85,5,9,22,5,0,266,"1,088"
Queens,Queens,38002,Inactive,23,5,0,0,0,0,0,12,40
Queens,Queens,38002,Total,719,90,5,9,22,5,0,278,"1,128"
Queens,Queens 38003,,Active,696,83,2,7,27,3,0,295,"1,113"
,,,,,,,,,,,,
Page 149 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens,38003,Inactive,52,6,1,1,1,0,1,32,94
Queens,Queens,38003,Total,748,89,3,8,28,3,1,327,"1,207"
Queens,Queens,38004,Active,621,98,9,6,24,0,0,229,987
Queens,Queens,38004,Inactive,53,16,0,0,2,0,0,19,90
Queens,Queens,38004,Total,674,114,9,6,26,0,0,248,"1,077"
Queens,Queens,38005,Active,573,44,1,6,10,0,1,148,783
Queens,Queens,38005,Inactive,28,4,0,0,2,1,0,17,52
Queens,Queens,38005,Total,601,48,1,6,12,1,1,165,835
Queens,Queens,38006,Active,686,101,5,7,25,3,0,258,"1,085"
Queens,Queens,38006,Inactive,60,16,1,1,1,0,0,29,108
Queens,Queens,38006,Total,746,117,6,8,26,3,0,287,"1,193"
Queens,Queens,38007,Active,653,63,2,6,16,3,1,173,917
Queens,Queens,38007,Inactive,45,11,1,0,4,0,0,16,77
Queens,Queens,38007,Total,698,74,3,6,20,3,1,189,994
Queens,Queens,38008,Active,655,86,4,5,26,3,0,219,998
Queens,Queens,38008,Inactive,28,0,0,0,0,0,0,7,35
Queens,Queens,38008,Total,683,86,4,5,26,3,0,226,"1,033"
Queens,Queens,38009,Active,677,160,10,9,27,2,0,202,"1,087"
Queens,Queens,38009,Inactive,25,5,1,1,1,0,0,9,42
Queens,Queens,38009,Total,702,165,11,10,28,2,0,211,"1,129"
Queens,Queens 38010,,Active,685,168,8,3,23,1,1,231,"1,120"
,,,,,,,,,,,,
Page 150 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens 38010,,Inactive,44,10,1,2,2,0,0,8,67
Queens,Queens 38010,,Total,729,178,9,5,25,1,1,239,"1,187"
Queens,Queens 38011,,Active,9,0,0,0,0,0,0,3,12
Queens,Queens 38011,,Total,9,0,0,0,0,0,0,3,12
Queens,Queens,38012,Active,378,121,6,4,25,1,0,164,699
Queens,Queens,38012,Inactive,17,5,1,0,1,0,0,7,31
Queens,Queens,38012,Total,395,126,7,4,26,1,0,171,730
Queens,Queens,38013,Active,288,108,3,1,21,0,0,126,547
Queens,Queens,38013,Inactive,20,8,0,0,1,0,0,8,37
Queens,Queens,38013,Total,308,116,3,1,22,0,0,134,584
Queens,Queens,38014,Active,608,171,20,8,34,0,0,296,"1,137"
Queens,Queens,38014,Inactive,72,19,0,0,4,0,0,32,127
Queens,Queens,38014,Total,680,190,20,8,38,0,0,328,"1,264"
Queens,Queens,38015,Active,126,71,5,0,8,0,0,59,269
Queens,Queens,38015,Inactive,2,2,0,0,0,0,0,1,5
Queens,Queens,38015,Total,128,73,5,0,8,0,0,60,274
Queens,Queens,38016,Active,581,229,10,6,37,3,1,268,"1,135"
Queens,Queens,38016,Inactive,39,6,1,1,2,0,0,24,73
Queens,Queens,38016,Total,620,235,11,7,39,3,1,292,"1,208"
Queens,Queens,38017,Active,559,235,17,4,44,3,0,229,"1,091"
Queens,Queens,38017,Inactive,20,14,0,1,3,0,0,12,50
,,,,,,,,,,,,
Page 151 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens 38017,,Total,579,249,17,5,47,3,0,241,"1,141"
Queens,Queens 38018,,Active,580,205,22,5,33,0,0,304,"1,149"
Queens,Queens 38018,,Inactive,42,13,3,1,4,0,0,14,77
Queens,Queens 38018,,Total,622,218,25,6,37,0,0,318,"1,226"
Queens,Queens,38019,Active,300,206,18,6,26,1,0,137,694
Queens,Queens,38019,Inactive,14,6,1,0,0,0,0,5,26
Queens,Queens,38019,Total,314,212,19,6,26,1,0,142,720
Queens,Queens,38020,Active,158,28,1,0,7,0,0,47,241
Queens,Queens,38020,Inactive,7,4,0,0,0,0,0,5,16
Queens,Queens,38020,Total,165,32,1,0,7,0,0,52,257
Queens,Queens,38021,Active,339,58,1,0,13,2,0,94,507
Queens,Queens,38021,Inactive,10,2,0,0,0,0,0,6,18
Queens,Queens,38021,Total,349,60,1,0,13,2,0,100,525
Queens,Queens,38022,Active,690,186,8,5,39,3,0,255,"1,186"
Queens,Queens,38022,Inactive,35,10,1,0,1,0,0,8,55
Queens,Queens,38022,Total,725,196,9,5,40,3,0,263,"1,241"
Queens,Queens,38023,Active,749,129,12,5,26,3,0,257,"1,181"
Queens,Queens,38023,Inactive,17,2,0,0,1,0,0,8,28
Queens,Queens,38023,Total,766,131,12,5,27,3,0,265,"1,209"
Queens,Queens,38024,Active,777,75,4,6,21,0,0,216,"1,099"
Queens,Queens,38024,Inactive,27,2,0,0,0,0,0,10,39
,,,,,,,,,,,,
Page 152 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,ELECTION DIST,,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Queens,Queens 38024,,Total,804,77,4,6,21,0,0,226,"1,138"
Queens,Queens 38025,,Active,783,99,12,6,28,2,0,244,"1,174"
Queens,Queens 38025,,Inactive,36,7,0,0,0,0,0,12,55
Queens,Queens 38025,,Total,819,106,12,6,28,2,0,256,"1,229"
Queens,Queens,38026,Active,429,62,5,3,18,0,0,130,647
Queens,Queens,38026,Inactive,25,6,0,1,0,0,0,8,40
Queens,Queens,38026,Total,454,68,5,4,18,0,0,138,687
Queens,Queens,38027,Active,405,40,0,1,11,1,0,91,549
Queens,Queens,38027,Inactive,19,1,0,0,1,0,0,5,26
Queens,Queens,38027,Total,424,41,0,1,12,1,0,96,575
Queens,Queens,38028,Active,428,204,10,10,33,1,1,184,871
Queens,Queens,38028,Inactive,26,10,2,1,1,0,0,16,56
Queens,Queens,38028,Total,454,214,12,11,34,1,1,200,927
Queens,Queens,38029,Active,800,70,4,5,23,1,1,257,"1,161"
Queens,Queens,38029,Inactive,19,5,0,0,2,0,0,12,38
Queens,Queens,38029,Total,819,75,4,5,25,1,1,269,"1,199"
Queens,Queens,38030,Active,722,84,6,5,22,2,0,206,"1,047"
Queens,Queens,38030,Inactive,36,2,0,0,1,0,0,7,46
Queens,Queens,38030,Total,758,86,6,5,23,2,0,213,"1,093"
Queens,Queens,38031,Active,622,90,9,2,22,0,0,203,948
Queens,Queens,38031,Inactive,44,7,0,0,1,0,0,16,68
,,,,,,,,,,,,
Page 153 of 172,,,,,,,,,,,,
,,,,,,,,,,,,
"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Queens  County,,,,,,,,,,,,
