"NYSVoter Enrollment by Election District, Party Affiliation and Status",,,,,,,,,,,,
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Kings  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
"Voters Registered as of November 1, 2014",,,,,,,,,,,,
Kings  County,,,,,,,,,,,,
,,,,,,,,,,,,
COUNTY,,ELECTION DIST,STATUS,DEM,REP,CON,WOR,IND,GRE,OTH,BLANK,TOTAL
Kings,Kings,57084,Active,412,15,0,1,9,0,0,79,516
Kings,Kings,57084,Inactive,34,2,0,3,2,0,0,8,49
Kings,Kings,57084,Total,446,17,0,4,11,0,0,87,565
Kings,Kings,57085,Active,898,41,2,5,22,3,1,117,"1,089"
Kings,Kings,57085,Inactive,55,0,1,0,0,0,0,14,70
Kings,Kings,57085,Total,953,41,3,5,22,3,1,131,"1,159"
Kings,Kings,57086,Active,968,33,0,7,24,3,2,152,"1,189"
Kings,Kings,57086,Inactive,80,5,1,1,5,0,0,21,113
Kings,Kings,57086,Total,"1,048",38,1,8,29,3,2,173,"1,302"
Kings,Kings,57087,Active,146,7,0,0,2,0,0,29,184
Kings,Kings,57087,Inactive,11,0,1,0,1,0,0,3,16
Kings,Kings,57087,Total,157,7,1,0,3,0,0,32,200
Kings,Kings,57088,Active,801,34,0,10,18,4,0,120,987
Kings,Kings,57088,Inactive,86,4,1,1,5,1,0,14,112
Kings,Kings,57088,Total,887,38,1,11,23,5,0,134,"1,099"
Kings,Kings,57089,Active,824,23,0,6,10,1,0,91,955
Kings,Kings,57089,Inactive,104,1,0,1,1,2,0,18,127
Kings,Kings,57089,Total,928,24,0,7,11,3,0,109,"1,082"
Kings,Kings,57090,Active,969,31,1,8,28,0,0,94,"1,131"
Kings,Kings,57090,Inactive,79,5,0,0,1,0,0,16,101
Kings,Kings,57090,Total,"1,048",36,1,8,29,0,0,110,"1,232"
,,,,,,,,,,,,
Page 197 of 235,,,,,,,,,,,,
,,,,,,,,,,,,
